Info,Info,Info,Info,Info,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,Expected,Expected,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Team,Player,Nation,Pos,Age,MP,Starts,Min,Ast,G-PK,PK,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Fls,Fld,Off,Crs,OG,Recov,Won,Lost,Won%
Liverpool,Joël Matip,cm CMR,DF,31,10,9,781.0,0,0,0,2,0,0.5,0.5,0.1,8,34,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.7,0,5,0,0.0,0.58,0.00,0.00,,10.6,0,0,0,0.10,-0.5,-0.5,494,564,87.6,8687,3066,198,216,91.7,257,287,89.5,33,47,70.2,0,0.1,0.1,-0.1,2,27,2,0,34,564,559,4,4,0,0,0,0,0,0,0,0,494,1,4,8,0.92,8,0,0,0,0,0,1,0.12,1,0,0,0,0,0,12,6,7,4,1,8,12,66.7,4,16,12,4,9,21,43,0,665,90,303,327,37,12,665,2,0,0.0,2,100.0,421,2195,1406,8,13,0,3,4,451,1,78,22.8,9,84,6,1,25,4,2.30,20,9,+11,+1.27,+0.11,16.6,11.3,+5.3,+0.61,-0.64,7,3,1,0,1,58,28,10,73.7
Brighton and Hove Albion,Joël Veltman,nl NED,DF,31,27,17,1588.0,1,1,0,4,0,0.4,0.4,0.5,24,85,54,0.06,0.06,0.11,0.06,0.11,0.02,0.03,0.05,0.02,0.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.6,1,5,3,60.0,0.28,0.17,0.20,0.33,14.2,0,0,0,0.08,+0.6,+0.6,758,906,83.7,12317,3297,373,419,89.0,330,376,87.8,48,82,58.5,1,0.5,0.6,+0.5,4,51,8,0,85,906,786,118,35,2,0,11,83,0,0,0,0,758,2,16,18,1.02,12,2,0,0,3,1,1,0.06,1,0,0,0,0,0,54,41,32,17,5,39,58,67.2,19,17,7,10,18,72,57,1,1103,95,378,517,213,17,1103,11,1,9.1,5,45.5,601,2532,1076,24,17,0,21,7,657,54,59,46.4,17,80,13,10,22,2,1.30,28,32,-4,-0.23,-0.08,23.6,25.6,-2.0,-0.11,-0.28,17,42,1,11,0,76,28,21,57.1
Manchester City,Joško Gvardiol,hr CRO,DF,21,28,26,2328.0,1,4,0,3,0,3.1,3.1,1.4,63,136,115,0.15,0.04,0.19,0.15,0.19,0.12,0.06,0.18,0.12,0.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.9,4,32,13,40.6,1.24,0.50,0.13,0.31,15.6,0,0,0,0.10,+0.9,+0.9,1671,1919,87.1,25207,6169,931,1010,92.2,618,695,88.9,77,107,72.0,1,1.4,2.1,-0.4,18,141,16,3,136,1919,1737,178,28,3,10,33,150,0,0,0,0,1671,4,38,54,2.09,40,1,5,2,4,2,7,0.27,6,0,0,0,1,0,55,33,21,24,10,21,38,55.3,17,36,12,24,27,82,37,3,2179,67,452,1124,622,60,2179,45,26,57.8,14,31.1,1285,6099,3249,63,49,15,23,14,1529,115,83,68.1,26,87,22,2,30,7,2.50,68,23,+45,+1.74,+0.34,57.4,24.8,+32.7,+1.26,+0.25,20,22,2,33,0,150,31,24,56.4
Brighton and Hove Albion,Julio Enciso,py PAR,"MF,FW",19,12,5,475.0,2,0,0,2,0,1.4,1.4,1.7,28,21,29,0.00,0.38,0.38,0.00,0.38,0.27,0.32,0.59,0.27,0.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.3,0,28,8,28.6,5.31,1.52,0.00,0.00,21.2,0,0,0,0.05,-1.4,-1.4,132,178,74.2,1842,562,77,89,86.5,41,58,70.7,9,12,75.0,2,1.7,1.3,+0.3,9,12,4,2,21,178,168,8,2,2,0,8,1,2,0,0,0,132,2,5,23,4.34,15,0,5,3,0,0,2,0.38,2,0,0,0,0,0,6,2,3,2,1,2,7,28.6,5,11,0,11,0,6,3,0,257,5,24,106,131,21,257,29,17,58.6,7,24.1,193,1299,839,28,20,7,15,8,202,29,40,13.9,5,65,0,7,22,1,1.25,8,12,-4,-0.76,-0.67,8.6,9.9,-1.3,-0.25,-0.33,6,10,1,8,0,13,1,2,33.3
Manchester City,Julián Álvarez,ar ARG,"MF,FW",23,36,31,2647.0,8,9,2,2,0,13.0,11.5,6.4,64,103,180,0.37,0.27,0.65,0.31,0.58,0.44,0.22,0.66,0.39,0.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.4,11,96,37,38.5,3.26,1.26,0.09,0.24,17.8,13,2,2,0.12,-2.0,-2.5,1011,1258,80.4,13977,2992,615,679,90.6,272,328,82.9,58,145,40.0,8,6.4,6.3,+1.6,67,43,41,4,103,1258,1069,185,25,9,1,137,7,129,44,36,2,1011,4,27,118,4.01,74,28,4,10,2,0,15,0.51,12,1,0,0,2,0,24,13,5,8,11,8,32,25.0,24,30,0,30,2,26,14,1,1554,20,107,473,988,149,1552,42,20,47.6,22,52.4,914,4459,2092,64,59,28,56,36,1103,180,74,77.4,31,83,15,5,13,2,2.42,76,24,+52,+1.77,+0.60,61.4,25.9,+35.5,+1.21,+0.11,23,13,2,137,0,98,4,24,14.3
Bournemouth,Justin Kluivert,nl NED,"MF,FW",24,32,26,1916.0,1,7,0,5,0,6.2,6.2,1.9,65,50,114,0.33,0.05,0.38,0.33,0.38,0.29,0.09,0.38,0.29,0.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.3,7,56,20,35.7,2.63,0.94,0.13,0.35,17.4,3,0,0,0.11,+0.8,+0.8,288,421,68.4,4393,1193,147,194,75.8,104,137,75.9,18,32,56.3,1,1.9,1.6,-0.9,21,10,24,2,50,421,399,18,1,0,3,29,7,2,0,0,1,288,4,19,59,2.77,37,0,9,6,4,3,5,0.23,3,0,1,0,0,1,28,14,5,12,11,8,30,26.7,22,16,1,15,8,36,11,0,694,13,86,224,397,108,694,67,24,35.8,41,61.2,414,2930,1644,65,37,35,50,30,442,114,60,56.0,26,68,0,6,24,6,1.22,29,23,+6,+0.28,+1.42,33.5,28.7,+4.9,+0.23,+0.65,52,28,5,29,0,88,12,22,35.3
Arsenal,Kai Havertz,de GER,"MF,FW",24,37,30,2634.0,7,12,1,11,0,12.3,11.6,4.4,55,99,191,0.44,0.24,0.68,0.41,0.65,0.42,0.15,0.57,0.39,0.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.3,13,68,27,39.7,2.32,0.92,0.18,0.44,12.4,0,1,1,0.17,+0.7,+0.4,764,955,80.0,9583,2405,525,609,86.2,195,245,79.6,7,15,46.7,7,4.4,4.3,+2.6,46,65,29,1,99,955,938,12,3,2,0,12,6,0,0,0,0,764,5,16,106,3.62,87,0,3,8,6,2,22,0.75,16,0,2,2,2,0,35,15,7,21,7,14,39,35.9,25,26,1,25,20,55,22,0,1282,29,143,541,611,184,1281,42,16,38.1,19,45.2,686,3077,1532,55,36,23,54,35,918,191,71,77.0,30,83,18,7,19,0,2.41,77,22,+55,+1.88,+1.08,60.7,20.6,+40.1,+1.37,+0.44,49,44,15,12,0,122,102,101,50.2
Manchester City,Kalvin Phillips,eng ENG,MF,27,4,0,93.0,0,0,0,0,0,0.1,0.1,0.0,7,7,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0,0,2,0,0.0,1.94,0.00,0.00,,21.7,0,0,0,0.04,-0.1,-0.1,62,70,88.6,1067,300,31,32,96.9,24,26,92.3,7,10,70.0,0,0.0,0.1,0.0,0,8,1,1,7,70,67,3,3,0,0,2,0,0,0,0,0,62,0,1,1,0.98,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,3,3,1,1,1,0,0,,0,0,0,0,2,5,2,0,87,3,14,52,23,1,87,3,1,33.3,2,66.7,51,402,221,7,5,1,4,2,57,3,23,2.7,0,,0,4,23,16,2.25,3,2,+1,+0.97,-0.68,1.7,1.6,+0.2,+0.17,-1.04,3,2,0,2,0,8,0,0,
West Ham United,Kalvin Phillips,eng ENG,MF,27,8,3,309.0,0,0,0,3,1,0.1,0.1,0.0,3,19,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.4,0,3,2,66.7,0.87,0.58,0.00,0.00,25.8,0,0,0,0.03,-0.1,-0.1,141,179,78.8,2507,567,62,74,83.8,64,77,83.1,12,20,60.0,0,0.0,0.0,0.0,0,24,0,0,19,179,170,7,6,1,1,1,1,0,0,0,0,141,2,2,5,1.46,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,11,6,2,8,1,5,9,55.6,4,4,1,3,4,15,2,1,215,7,43,153,21,1,215,5,1,20.0,4,80.0,110,585,240,3,1,0,4,3,136,4,39,9.0,3,61,0,5,25,4,0.63,4,10,-6,-1.75,-1.52,3.6,6.9,-3.3,-0.95,-0.50,14,5,0,1,0,23,7,1,87.5
Southampton,Kamaldeen Sulemana,gh GHA,"FW,MF",21,25,10,950.0,3,0,0,4,1,1.6,1.6,2.4,66,35,135,0.00,0.28,0.28,0.00,0.28,0.15,0.23,0.38,0.15,0.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.6,0,18,8,44.4,1.71,0.76,0.00,0.00,15.0,0,0,0,0.09,-1.6,-1.6,334,404,82.7,4989,897,203,225,90.2,99,121,81.8,21,30,70.0,3,2.4,1.6,+0.6,16,9,21,3,35,404,396,7,1,0,3,29,5,1,0,0,0,334,1,11,36,3.40,24,1,7,2,2,0,5,0.47,4,0,1,0,0,0,12,10,10,2,0,6,12,50.0,6,6,0,6,6,18,1,1,557,12,59,178,335,68,557,94,55,58.5,36,38.3,414,3384,1728,66,24,37,43,9,443,135,38,22.9,10,63,0,15,22,5,1.76,20,9,+11,+1.04,+0.68,17.1,9.8,+7.3,+0.69,+0.03,24,19,5,29,0,46,1,7,12.5
Brighton and Hove Albion,Kaoru Mitoma,jp JPN,FW,26,19,15,1486.0,4,3,0,4,0,3.5,3.5,2.7,121,64,239,0.18,0.24,0.42,0.18,0.42,0.21,0.16,0.37,0.21,0.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.5,3,34,15,44.1,2.06,0.91,0.09,0.20,13.2,0,0,0,0.10,-0.5,-0.5,509,650,78.3,6210,1486,357,413,86.4,110,153,71.9,9,24,37.5,4,2.7,3.6,+1.3,25,23,34,5,64,650,639,9,1,3,0,44,7,1,0,0,0,509,2,18,62,3.76,47,0,10,3,2,0,10,0.61,6,0,3,1,0,0,13,6,3,7,3,5,19,26.3,14,15,1,14,5,18,12,0,852,17,79,270,514,136,852,94,39,41.5,44,46.8,616,4879,3147,121,54,62,38,15,677,239,78,43.5,15,88,12,4,42,0,1.42,32,27,+5,+0.30,+0.86,29.2,23.8,+5.4,+0.32,+0.51,14,23,7,44,0,68,11,11,50.0
Leicester City,Kasey McAteer,ie IRL,FW,21,23,13,1158.0,0,6,0,2,0,5.4,5.4,1.0,42,27,121,0.47,0.00,0.47,0.47,0.47,0.42,0.08,0.49,0.42,0.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.9,6,32,13,40.6,2.49,1.01,0.19,0.46,14.7,0,0,0,0.17,+0.6,+0.6,318,397,80.1,4981,1055,175,203,86.2,118,140,84.3,17,36,47.2,0,1.0,1.8,-1.0,8,10,15,3,27,397,381,16,0,1,3,24,6,8,3,0,0,318,0,8,27,2.10,20,0,3,2,2,0,0,0.00,0,0,0,0,0,0,24,13,12,6,6,10,23,43.5,13,9,3,6,6,30,17,1,567,19,91,201,279,56,567,40,15,37.5,19,47.5,375,2518,1224,42,21,16,39,17,404,121,50,28.0,13,74,3,10,20,2,2.04,24,15,+9,+0.70,-0.48,24.9,13.9,+11.0,+0.86,-0.08,21,19,7,24,0,54,18,14,56.3
Ipswich Town,Kayden Jackson,eng ENG,FW,29,29,9,965.0,3,3,0,2,0,2.6,2.6,1.7,27,7,93,0.28,0.28,0.56,0.28,0.56,0.24,0.16,0.41,0.24,0.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.7,3,19,4,21.1,1.77,0.37,0.16,0.75,13.8,0,0,0,0.14,+0.4,+0.4,133,224,59.4,1972,384,82,114,71.9,36,70,51.4,9,19,47.4,3,1.7,1.2,+1.3,17,3,9,6,7,224,219,4,1,1,0,31,2,0,0,0,0,133,1,9,25,2.33,22,0,0,1,1,1,5,0.47,3,0,0,0,1,1,16,7,4,7,5,5,19,26.3,14,13,0,13,8,24,9,0,328,14,40,106,187,54,328,8,4,50.0,2,25.0,193,1048,547,27,5,10,23,3,228,93,33,23.3,9,64,0,20,19,15,2.10,15,16,-1,-0.09,-1.11,14.7,11.8,+2.9,+0.27,-0.43,21,12,1,31,0,40,17,34,33.3
Brentford,Keane Lewis-Potter,eng ENG,"FW,DF",22,30,15,1441.0,1,3,0,0,0,6.3,6.3,1.7,56,32,135,0.19,0.06,0.25,0.19,0.25,0.39,0.11,0.50,0.39,0.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.0,3,43,20,46.5,2.69,1.25,0.07,0.15,12.8,0,0,0,0.15,-3.3,-3.3,289,415,69.6,4218,969,169,206,82.0,89,119,74.8,19,56,33.9,1,1.7,2.0,-0.7,13,11,14,4,32,415,404,10,3,2,4,50,6,0,0,0,0,289,1,13,33,2.06,21,0,6,4,2,0,2,0.12,1,0,0,1,0,0,17,7,5,11,1,7,15,46.7,8,10,2,8,7,24,23,0,604,32,107,173,330,84,604,58,21,36.2,33,56.9,370,2822,1632,56,32,24,30,18,417,135,48,42.1,15,78,2,15,18,3,0.93,24,29,-5,-0.31,-0.13,26.4,20.9,+5.4,+0.34,+0.49,9,18,3,50,0,62,15,22,40.5
Leicester City,Kelechi Iheanacho,ng NGA,FW,26,23,10,921.0,1,3,2,1,0,6.3,4.7,1.9,17,21,76,0.49,0.10,0.59,0.29,0.39,0.62,0.19,0.81,0.46,0.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.2,5,29,9,31.0,2.83,0.88,0.10,0.33,16.5,0,2,2,0.16,-1.3,-1.7,299,348,85.9,3999,597,204,221,92.3,80,96,83.3,8,13,61.5,1,1.9,1.4,-0.9,15,11,7,0,21,348,326,21,1,3,2,2,0,1,0,0,0,299,1,6,34,3.33,23,0,5,5,1,0,3,0.29,2,0,0,1,0,0,5,1,1,2,2,3,5,60.0,2,9,0,9,3,8,2,0,476,2,33,256,190,49,474,26,14,53.8,10,38.5,308,1416,443,17,14,7,44,26,417,76,40,22.2,10,71,2,13,16,5,2.13,15,7,+8,+0.78,-0.34,15.6,8.6,+7.0,+0.68,-0.30,12,11,6,2,0,13,3,15,16.7
Fulham,Kenny Tete,nl NED,DF,27,14,10,867.0,0,1,0,2,0,0.9,0.9,0.4,20,54,38,0.10,0.00,0.10,0.10,0.10,0.09,0.04,0.13,0.09,0.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.6,1,4,1,25.0,0.42,0.10,0.25,1.00,7.9,0,0,0,0.21,+0.1,+0.1,418,523,79.9,6413,2614,236,269,87.7,146,181,80.7,27,44,61.4,0,0.4,0.5,-0.4,3,45,10,7,54,523,438,84,7,1,0,23,77,0,0,0,0,418,1,13,15,1.56,11,0,2,1,1,0,2,0.21,1,0,0,0,1,0,27,17,19,6,2,11,19,57.9,8,10,3,7,16,43,35,0,647,40,215,278,161,11,647,20,9,45.0,10,50.0,303,1400,650,20,15,2,10,3,366,38,62,25.4,10,82,5,4,13,14,1.07,14,21,-7,-0.73,-0.76,9.5,21.9,-12.4,-1.28,-1.29,16,12,0,23,0,45,5,5,50.0
Manchester City,Kevin De Bruyne,be BEL,MF,32,18,15,1221.0,10,4,0,2,0,2.4,2.4,11.5,47,111,133,0.29,0.74,1.03,0.29,1.03,0.18,0.85,1.03,0.18,1.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.6,4,44,17,38.6,3.24,1.25,0.09,0.24,21.4,6,0,0,0.05,+1.6,+1.6,732,971,75.4,11555,3364,426,481,88.6,223,293,76.1,66,134,49.3,10,11.5,7.1,-1.5,59,67,56,12,111,971,840,124,23,11,6,136,24,69,29,16,5,732,7,27,100,7.36,73,17,2,5,3,0,16,1.18,12,3,0,0,1,0,14,9,1,5,8,7,20,35.0,13,5,0,5,4,18,4,0,1103,2,35,354,724,86,1103,33,10,30.3,21,63.6,633,2916,1647,47,40,12,13,20,833,133,68,35.7,15,77,5,3,21,3,2.67,40,8,+32,+2.36,+1.13,30.8,11.4,+19.4,+1.43,+0.39,11,13,1,136,0,54,6,5,54.5
Brentford,Kevin Schade,de GER,"FW,MF",21,11,3,333.0,1,2,0,0,0,1.2,1.2,0.7,8,9,23,0.54,0.27,0.81,0.54,0.81,0.32,0.19,0.52,0.32,0.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.7,2,8,4,50.0,2.16,1.08,0.25,0.50,15.8,0,0,0,0.15,+0.8,+0.8,58,95,61.1,819,220,36,49,73.5,19,32,59.4,2,4,50.0,1,0.7,0.7,+0.3,4,8,3,2,9,95,93,0,0,1,0,5,0,0,0,0,0,58,2,4,12,3.22,8,0,1,1,2,0,3,0.81,2,0,0,0,1,0,3,1,1,2,0,0,5,0.0,5,2,0,2,1,4,4,0,148,3,17,59,73,19,148,14,2,14.3,10,71.4,84,631,283,8,3,5,14,6,98,23,30,9.7,3,73,0,8,14,0,1.45,8,5,+3,+0.81,+1.16,6.1,3.7,+2.4,+0.65,+0.66,10,6,2,5,0,23,17,14,54.8
Bournemouth,Kieffer Moore,wls WAL,"FW,MF",30,8,0,108.0,0,1,0,0,0,1.5,1.5,0.2,2,4,15,0.83,0.00,0.83,0.83,0.83,1.23,0.20,1.44,1.23,1.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.2,1,6,2,33.3,5.00,1.67,0.17,0.50,12.5,0,0,0,0.25,-0.5,-0.5,28,42,66.7,272,91,22,29,75.9,4,8,50.0,0,0,,0,0.2,0.3,-0.2,2,2,2,0,4,42,41,1,0,0,0,2,0,0,0,0,0,28,0,3,5,4.17,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,53,0,2,21,30,12,53,3,1,33.3,1,33.3,29,93,34,2,0,0,3,1,47,15,14,3.2,0,,0,8,14,8,0.88,3,2,+1,+0.83,+1.21,4.7,2.5,+2.2,+1.85,+1.97,5,2,0,2,0,4,6,6,50.0
Ipswich Town,Kieffer Moore,wls WAL,FW,30,18,14,1140.0,1,7,0,1,0,5.3,5.3,1.2,10,29,81,0.55,0.08,0.63,0.55,0.63,0.42,0.10,0.51,0.42,0.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.7,7,43,19,44.2,3.39,1.50,0.16,0.37,11.0,0,0,0,0.13,+1.7,+1.7,181,312,58.0,2885,437,95,152,62.5,63,107,58.9,16,22,72.7,1,1.2,0.5,-0.2,13,16,6,0,29,312,306,5,0,0,4,7,0,0,0,0,0,181,1,11,32,2.53,23,1,1,5,2,0,4,0.32,3,0,0,1,0,0,11,7,0,7,4,4,8,50.0,4,9,4,5,3,14,15,0,473,19,35,211,232,90,473,19,6,31.6,13,68.4,221,958,310,10,12,4,38,12,368,81,63,27.5,14,73,2,4,31,0,2.06,26,12,+14,+1.11,+0.48,17.7,10.0,+7.7,+0.61,+0.02,26,21,4,7,0,31,87,43,66.9
Newcastle United,Kieran Trippier,eng ENG,DF,32,28,26,2236.0,10,1,0,5,0,0.7,0.7,7.5,34,157,128,0.04,0.40,0.44,0.04,0.44,0.03,0.30,0.33,0.03,0.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.8,1,8,2,25.0,0.32,0.08,0.13,0.50,23.8,4,0,0,0.08,+0.3,+0.3,1624,2130,76.2,29797,10999,693,783,88.5,728,874,83.3,187,382,49.0,10,7.5,7.1,+2.5,65,111,52,19,157,2130,1705,418,109,1,12,212,197,112,42,38,8,1624,7,42,101,4.07,68,28,1,0,2,2,11,0.44,7,3,0,0,0,1,57,27,30,16,11,37,77,48.1,40,41,8,33,24,81,57,3,2344,96,732,969,665,36,2344,22,16,72.7,6,27.3,1078,4247,2049,34,37,5,20,9,1411,128,80,65.4,26,86,21,2,6,0,1.46,49,43,+6,+0.24,-1.05,45.1,39.5,+5.6,+0.23,-0.46,27,21,3,212,0,162,31,17,64.6
Leicester City,Kiernan Dewsbury-Hall,eng ENG,MF,24,44,41,3636.0,14,11,1,6,0,10.2,9.4,14.1,158,272,302,0.30,0.35,0.64,0.27,0.62,0.25,0.35,0.60,0.23,0.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.4,12,87,30,34.5,2.15,0.74,0.13,0.37,18.3,6,1,1,0.11,+1.8,+1.6,1632,2094,77.9,26936,6368,818,921,88.8,634,762,83.2,135,300,45.0,14,14.1,12.6,-0.1,109,140,84,16,272,2094,1905,178,46,21,20,205,12,120,71,35,1,1632,11,43,202,5.00,130,38,13,9,10,2,31,0.77,19,3,4,2,2,1,46,29,18,24,4,23,38,60.5,15,40,4,36,17,63,32,1,2529,51,276,1094,1211,164,2528,104,59,56.7,38,36.5,1572,9587,4741,158,104,42,102,61,1912,302,83,87.8,41,87,30,3,27,1,2.14,77,34,+43,+1.06,+0.17,73.8,34.8,+39.0,+0.97,+0.39,27,71,1,205,0,225,25,32,43.9
Manchester United,Kobbie Mainoo,eng ENG,MF,18,24,24,1924.0,1,3,0,3,0,0.9,0.9,0.7,25,64,36,0.14,0.05,0.19,0.14,0.19,0.04,0.03,0.07,0.04,0.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.4,3,11,5,45.5,0.51,0.23,0.27,0.60,21.1,0,0,0,0.08,+2.1,+2.1,748,868,86.2,10519,2654,439,486,90.3,237,266,89.1,31,51,60.8,1,0.7,1.6,+0.3,15,47,9,1,64,868,863,5,4,8,3,6,0,0,0,0,0,748,0,16,40,1.87,31,0,3,3,2,1,8,0.37,3,0,2,2,1,0,47,27,20,16,11,21,45,46.7,24,20,12,8,22,69,30,1,1094,62,302,568,236,30,1094,58,31,53.4,22,37.9,667,3152,1447,25,22,6,29,24,767,36,80,56.3,24,80,7,0,,5,1.50,33,31,+2,+0.09,+0.27,28.4,42.4,-14.0,-0.65,-0.74,15,23,0,6,0,96,19,26,42.2
