Info,Info,Info,Info,Info,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,Expected,Expected,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Team,Player,Nation,Pos,Age,MP,Starts,Min,Ast,G-PK,PK,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Fls,Fld,Off,Crs,OG,Recov,Won,Lost,Won%
West Ham United,Konstantinos Mavropanos,gr GRE,DF,25,19,16,1500.0,0,1,0,2,0,1.2,1.2,0.2,10,38,2,0.06,0.00,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.7,1,12,2,16.7,0.72,0.12,0.08,0.50,9.3,0,0,0,0.10,-0.2,-0.2,482,635,75.9,9625,3911,155,179,86.6,266,303,87.8,53,131,40.5,0,0.2,0.1,-0.2,3,29,1,0,38,635,597,36,29,1,11,1,5,0,0,0,0,482,2,7,10,0.60,7,0,0,1,0,2,0,0.00,0,0,0,0,0,0,28,16,17,9,2,17,21,81.0,4,21,13,8,23,51,79,3,821,117,421,372,34,19,821,6,2,33.3,2,33.3,393,2338,1349,10,1,1,7,0,419,2,79,43.9,16,88,15,3,30,10,1.32,27,27,0,0.00,+0.66,23.7,29.4,-5.7,-0.34,+0.27,15,10,0,1,2,70,44,23,65.7
Liverpool,Kostas Tsimikas,gr GRE,DF,27,13,8,679.0,3,0,0,0,0,0.1,0.1,1.0,24,31,73,0.00,0.40,0.40,0.00,0.40,0.01,0.14,0.15,0.01,0.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.5,0,3,0,0.0,0.40,0.00,0.00,,23.8,0,0,0,0.03,-0.1,-0.1,383,500,76.6,6585,1715,185,206,89.8,145,183,79.2,42,85,49.4,3,1.0,1.3,+2.0,16,16,7,4,31,500,389,110,14,0,1,72,67,29,7,22,0,383,1,10,32,4.24,20,9,0,0,2,1,2,0.27,2,0,0,0,0,0,19,13,9,6,4,9,15,60.0,6,9,1,8,6,25,10,0,573,17,119,235,225,17,573,15,4,26.7,10,66.7,310,1689,861,24,20,3,9,4,338,73,52,19.9,8,79,6,5,9,17,2.15,16,7,+9,+1.19,+0.01,14.3,8.4,+5.8,+0.77,-0.41,11,7,1,72,0,43,3,13,18.8
Brentford,Kristoffer Ajer,no NOR,DF,25,28,21,1832.0,1,2,0,5,0,1.3,1.3,2.3,22,61,31,0.10,0.05,0.15,0.10,0.15,0.06,0.11,0.18,0.06,0.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.4,2,12,4,33.3,0.59,0.20,0.17,0.50,9.9,0,0,0,0.11,+0.7,+0.7,610,810,75.3,10210,3786,291,337,86.4,263,332,79.2,45,103,43.7,1,2.3,2.7,-1.3,12,56,10,3,61,810,730,79,9,1,9,22,65,0,0,0,0,610,1,11,27,1.33,24,0,1,2,0,0,3,0.15,3,0,0,0,0,0,38,21,25,9,4,23,36,63.9,13,26,11,15,25,63,79,1,1042,112,430,457,158,58,1042,12,10,83.3,2,16.7,464,2367,1435,22,11,5,16,6,563,31,65,53.6,21,84,13,7,11,1,1.14,28,33,-5,-0.25,-0.02,32.5,29.6,+2.9,+0.14,+0.18,25,10,1,22,0,60,63,23,73.3
West Ham United,Kurt Zouma,fr FRA,DF,28,33,32,2838.0,0,3,0,3,0,1.8,1.8,0.2,7,53,1,0.10,0.00,0.10,0.10,0.10,0.06,0.01,0.06,0.06,0.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.5,3,16,7,43.8,0.51,0.22,0.19,0.43,9.1,0,0,0,0.12,+1.2,+1.2,962,1148,83.8,18843,6791,335,365,91.8,509,558,91.2,111,198,56.1,0,0.2,0.1,-0.2,4,57,1,0,53,1148,1096,50,39,1,28,0,3,0,0,0,0,962,2,10,13,0.41,11,0,0,1,1,0,2,0.06,2,0,0,0,0,0,23,17,14,9,0,10,16,62.5,6,38,28,10,29,52,160,0,1455,275,798,626,34,28,1455,3,2,66.7,1,33.3,794,3751,2019,7,5,1,13,3,873,1,86,83.0,32,88,29,1,31,1,1.39,53,63,-10,-0.32,+0.30,43.4,59.2,-15.7,-0.50,-0.03,24,6,0,0,0,95,58,43,57.4
Manchester City,Kyle Walker,eng ENG,DF,33,32,30,2767.0,4,0,0,2,0,0.4,0.4,2.6,74,157,172,0.00,0.13,0.13,0.00,0.13,0.01,0.09,0.10,0.01,0.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.7,0,16,3,18.8,0.52,0.10,0.00,0.00,29.4,1,0,0,0.02,-0.4,-0.4,2128,2404,88.5,36091,8306,992,1057,93.9,932,1020,91.4,166,246,67.5,4,2.6,3.2,+1.4,25,199,32,13,157,2404,2162,241,33,6,20,59,208,0,0,0,0,2128,1,31,62,2.02,57,1,1,1,2,0,11,0.36,9,0,1,1,0,0,38,24,19,17,2,19,39,48.7,20,19,6,13,27,65,40,1,2613,77,526,1358,749,41,2613,35,21,60.0,11,31.4,1509,7514,4015,74,67,7,24,13,1925,172,86,80.9,30,89,27,2,52,3,2.34,78,29,+49,+1.59,-0.20,65.1,29.5,+35.6,+1.16,-0.12,23,18,7,59,0,152,25,15,62.5
Southampton,Kyle Walker-Peters,eng ENG,DF,26,43,43,3858.0,4,2,0,4,0,1.8,1.8,5.3,250,305,253,0.05,0.09,0.14,0.05,0.14,0.04,0.12,0.16,0.04,0.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.9,2,37,9,24.3,0.86,0.21,0.05,0.22,19.4,0,0,0,0.05,+0.2,+0.2,2896,3227,89.7,41376,11985,1731,1819,95.2,1012,1145,88.4,78,105,74.3,4,5.3,7.4,-1.3,44,244,68,9,305,3227,2837,385,73,9,1,72,304,8,0,0,0,2896,5,60,120,2.80,95,2,12,2,6,3,15,0.35,8,1,3,1,2,0,74,52,29,30,15,33,51,64.7,18,37,8,29,49,123,64,1,3670,130,783,1790,1148,139,3670,160,83,51.9,55,34.4,2312,15236,8482,250,127,72,50,56,2672,253,90,93.2,43,90,41,0,,1,1.91,77,55,+22,+0.51,-0.13,72.7,46.3,+26.3,+0.61,-0.82,34,83,3,72,0,215,22,30,42.3
Aston Villa,Leander Dendoncker,be BEL,MF,28,8,1,119.0,0,1,0,0,0,0.7,0.7,0.0,0,3,2,0.76,0.00,0.76,0.76,0.76,0.56,0.00,0.56,0.56,0.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.3,1,2,1,50.0,1.51,0.76,0.50,1.00,12.5,0,0,0,0.37,+0.3,+0.3,45,56,80.4,744,139,24,28,85.7,19,22,86.4,2,4,50.0,0,0.0,0.0,0.0,0,1,0,0,3,56,56,0,0,0,1,0,0,0,0,0,0,45,0,0,2,1.51,1,0,0,0,1,0,1,0.76,0,0,0,0,1,0,6,4,3,2,1,4,5,80.0,1,5,2,3,2,8,3,1,80,4,31,39,12,2,80,0,0,,0,,36,124,27,0,1,0,2,1,39,2,15,3.5,1,85,0,7,5,10,2.25,3,3,0,0.00,-0.41,2.6,1.7,+1.0,+0.72,+0.66,1,1,0,0,0,4,4,5,44.4
Arsenal,Leandro Trossard,be BEL,"FW,MF",28,34,18,1649.0,1,12,0,2,0,7.9,7.9,2.8,66,76,155,0.65,0.05,0.71,0.65,0.71,0.43,0.15,0.58,0.43,0.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.3,12,60,22,36.7,3.27,1.20,0.20,0.55,16.1,0,0,0,0.13,+4.1,+4.1,494,673,73.4,7666,1927,271,315,86.0,181,241,75.1,31,60,51.7,1,2.8,3.2,-1.8,24,28,29,4,76,673,625,46,6,8,2,57,8,24,22,0,0,494,2,30,65,3.55,46,3,7,5,4,0,6,0.33,1,1,2,0,2,0,27,16,8,9,10,9,25,36.0,16,27,1,26,8,35,6,0,912,15,105,318,502,121,912,47,25,53.2,16,34.0,591,3651,1732,66,43,27,47,39,650,155,49,48.2,18,72,3,16,22,3,2.32,45,10,+35,+1.91,+0.54,37.3,13.6,+23.7,+1.30,+0.05,15,20,9,57,0,88,5,10,33.3
Ipswich Town,Leif Davis,eng ENG,DF,23,43,43,3781.0,18,2,0,5,0,2.1,2.1,11.2,101,144,281,0.05,0.43,0.48,0.05,0.48,0.05,0.27,0.32,0.05,0.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.0,2,31,11,35.5,0.74,0.26,0.06,0.18,19.0,2,0,0,0.07,-0.1,-0.1,1649,2318,71.1,29944,12396,703,815,86.3,738,968,76.2,179,446,40.1,18,11.2,10.5,+6.8,125,92,69,25,144,2318,1600,710,77,1,18,341,415,218,105,81,1,1649,8,36,209,4.97,103,84,2,6,11,3,29,0.69,15,7,0,4,3,0,76,57,43,26,7,53,81,65.4,28,44,11,33,45,121,66,0,2698,101,651,943,1136,77,2698,39,14,35.9,21,53.8,1166,6131,3110,101,63,16,72,14,1328,281,88,91.3,43,88,36,0,,0,2.12,89,56,+33,+0.79,+0.28,69.8,43.7,+26.1,+0.62,+0.31,43,40,11,341,2,201,44,30,59.5
Aston Villa,Leon Bailey,jm JAM,"MF,FW",25,35,22,2068.0,9,10,0,5,0,6.3,6.3,9.2,102,82,226,0.44,0.39,0.83,0.44,0.83,0.27,0.40,0.67,0.27,0.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.0,10,53,18,34.0,2.31,0.78,0.19,0.56,16.1,1,0,0,0.12,+3.7,+3.7,573,790,72.5,8993,2559,327,391,83.6,184,242,76.0,48,82,58.5,9,9.2,7.3,-0.2,52,38,51,7,82,790,745,40,2,11,7,75,9,29,20,0,0,573,5,38,97,4.22,70,7,9,7,3,1,11,0.48,7,1,1,2,0,0,13,7,7,4,2,5,20,25.0,15,18,1,17,9,22,6,0,1040,19,151,318,589,129,1040,119,57,47.9,50,42.0,717,5148,2495,102,47,41,51,41,764,226,59,60.5,22,76,3,13,31,1,1.77,53,32,+21,+0.91,+1.31,43.0,35.8,+7.2,+0.31,+0.56,26,26,11,75,0,107,14,24,36.8
Wolverhampton Wanderers,Leon Chiwome,eng ENG,FW,17,3,2,174.0,0,0,0,0,0,0.1,0.1,0.0,1,2,7,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.9,0,2,0,0.0,1.03,0.00,0.00,,11.2,0,0,0,0.05,-0.1,-0.1,19,22,86.4,244,59,12,13,92.3,6,6,100.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,2,22,18,4,0,0,0,0,0,0,0,0,0,19,0,1,1,0.52,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,0,1,1,1,2,50.0,1,3,1,2,0,2,2,0,39,3,5,25,10,4,39,0,0,,0,,16,86,50,1,0,1,3,2,18,7,58,5.1,2,79,0,1,16,1,0.33,1,4,-3,-1.55,-1.22,2.2,2.2,-0.1,-0.04,+0.54,2,2,2,0,0,5,2,6,25.0
Chelsea,Lesley Ugochukwu,fr FRA,MF,19,12,3,301.0,0,0,0,2,0,0.0,0.0,0.1,8,17,3,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.3,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,155,183,84.7,2510,683,79,90,87.8,63,73,86.3,10,11,90.9,0,0.1,0.1,-0.1,3,11,5,0,17,183,183,0,0,0,1,0,0,0,0,0,0,155,0,2,5,1.50,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,14,10,4,8,2,4,10,40.0,6,6,2,4,1,15,5,0,214,14,66,120,31,2,214,6,3,50.0,1,16.7,128,620,358,8,2,2,3,3,162,3,25,8.8,3,72,1,9,9,5,1.50,3,6,-3,-0.90,-1.39,6.8,7.5,-0.7,-0.21,-0.70,4,2,0,0,0,12,9,2,81.8
Chelsea,Levi Colwill,eng ENG,DF,20,23,20,1797.0,1,1,0,2,0,1.3,1.3,1.2,23,73,27,0.05,0.05,0.10,0.05,0.10,0.06,0.06,0.12,0.06,0.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.0,1,11,3,27.3,0.55,0.15,0.09,0.33,11.9,0,0,0,0.12,-0.3,-0.3,965,1163,83.0,16310,5939,444,495,89.7,456,508,89.8,51,117,43.6,1,1.2,0.5,-0.2,7,82,6,0,73,1163,1033,126,28,4,0,12,94,0,0,0,0,965,4,17,27,1.35,21,1,1,4,0,0,3,0.15,3,0,0,0,0,0,48,30,26,17,5,26,34,76.5,8,28,10,18,26,74,66,0,1392,108,570,669,164,26,1392,13,9,69.2,4,30.8,766,3602,1985,23,17,2,22,4,873,27,78,52.5,20,84,15,3,37,4,1.52,29,26,+3,+0.15,-0.46,35.9,27.8,+8.1,+0.41,-0.06,25,14,4,12,0,96,43,20,68.3
Bournemouth,Lewis Cook,eng ENG,MF,26,33,32,2786.0,3,0,0,5,1,0.4,0.4,4.3,22,142,15,0.00,0.10,0.10,0.00,0.10,0.01,0.14,0.15,0.01,0.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.0,0,12,4,33.3,0.39,0.13,0.00,0.00,24.0,0,0,0,0.03,-0.4,-0.4,1135,1487,76.3,20294,6864,458,539,85.0,539,616,87.5,112,257,43.6,3,4.3,3.0,-1.3,46,138,20,4,142,1487,1290,195,88,2,3,132,10,93,81,5,1,1135,2,25,77,2.49,48,22,2,2,0,3,4,0.13,3,0,0,0,0,1,61,41,24,30,7,34,63,54.0,29,32,11,21,65,126,46,1,1773,92,418,1003,382,9,1773,36,21,58.3,14,38.9,786,3970,1971,22,24,0,35,19,865,15,84,81.5,32,86,26,1,45,0,1.24,43,50,-7,-0.23,+0.63,46.1,45.8,+0.3,+0.01,+0.36,39,16,2,132,0,228,42,29,59.2
Everton,Lewis Dobbin,eng ENG,MF,20,12,1,232.0,0,1,0,1,0,0.3,0.3,0.5,6,3,20,0.39,0.00,0.39,0.39,0.39,0.11,0.19,0.30,0.11,0.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.6,1,5,2,40.0,1.94,0.78,0.20,0.50,15.6,0,0,0,0.06,+0.7,+0.7,44,65,67.7,537,95,32,36,88.9,9,17,52.9,2,5,40.0,0,0.5,0.1,-0.5,4,0,3,1,3,65,60,3,1,0,0,7,2,0,0,0,0,44,2,3,6,2.33,3,0,0,2,1,0,0,0.00,0,0,0,0,0,0,9,7,3,5,1,5,9,55.6,4,5,1,4,1,10,0,0,127,0,24,42,65,11,127,21,6,28.6,15,71.4,89,622,211,6,11,4,12,6,80,20,19,6.8,1,65,0,11,15,16,0.92,2,3,-1,-0.39,-0.11,5.8,3.9,+1.8,+0.71,+0.79,3,6,0,7,0,20,2,1,66.7
Brighton and Hove Albion,Lewis Dunk,eng ENG,DF,31,33,33,2869.0,1,3,0,7,1,3.1,3.1,0.9,33,152,13,0.09,0.03,0.13,0.09,0.13,0.10,0.03,0.12,0.10,0.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.9,3,33,12,36.4,1.04,0.38,0.09,0.25,13.4,4,0,0,0.09,-0.1,-0.1,2977,3233,92.1,50791,19478,1343,1382,97.2,1340,1417,94.6,216,340,63.5,1,0.9,2.2,+0.1,13,204,8,1,152,3233,3005,219,115,2,16,7,5,0,0,0,0,2977,9,5,48,1.51,39,3,0,6,0,0,7,0.22,6,0,0,1,0,0,27,14,17,9,1,13,36,36.1,23,49,37,12,31,58,90,1,3481,554,1811,1542,145,51,3481,8,5,62.5,2,25.0,2417,10752,5605,33,18,2,9,2,2681,13,87,83.9,33,87,29,0,,0,1.30,49,52,-3,-0.09,+0.56,46.0,46.4,-0.4,-0.01,-0.31,23,12,1,7,0,180,57,32,64.0
Newcastle United,Lewis Hall,eng ENG,DF,18,18,8,781.0,0,1,0,2,0,0.3,0.3,0.3,19,46,27,0.12,0.00,0.12,0.12,0.12,0.04,0.03,0.07,0.04,0.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.7,1,11,4,36.4,1.27,0.46,0.09,0.25,20.8,0,0,0,0.03,+0.7,+0.7,452,552,81.9,7570,3083,229,248,92.3,186,220,84.5,33,61,54.1,0,0.3,0.7,-0.3,3,41,3,1,46,552,474,76,11,0,2,23,59,6,6,0,0,452,2,12,20,2.30,14,1,3,1,1,0,3,0.35,3,0,0,0,0,0,28,18,17,10,1,17,28,60.7,11,17,2,15,12,40,22,1,668,35,255,285,137,12,668,18,9,50.0,7,38.9,343,1783,1035,19,16,5,9,13,400,27,43,22.8,8,82,3,10,13,15,1.44,23,12,+11,+1.27,+0.86,22.0,12.9,+9.2,+1.06,+0.87,5,5,0,23,0,56,10,11,47.6
Newcastle United,Lewis Miley,eng ENG,MF,17,17,14,1202.0,3,1,0,1,0,1.2,1.2,1.7,14,53,54,0.07,0.22,0.30,0.07,0.30,0.09,0.13,0.22,0.09,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.4,1,13,3,23.1,0.97,0.22,0.08,0.33,15.4,0,0,0,0.10,-0.2,-0.2,441,535,82.4,6580,1615,255,296,86.1,143,165,86.7,24,40,60.0,3,1.7,1.4,+1.3,12,26,12,2,53,535,535,0,0,4,2,11,0,0,0,0,0,441,0,13,31,2.32,24,0,2,3,0,2,5,0.37,4,0,0,0,0,1,33,21,6,20,7,15,32,46.9,17,20,3,17,8,41,18,2,674,36,164,305,212,35,674,17,8,47.1,8,47.1,350,1664,654,14,7,6,16,10,435,54,71,35.1,14,80,6,3,29,1,1.18,26,29,-3,-0.22,-1.28,22.5,30.1,-7.6,-0.57,-1.47,5,6,2,11,0,78,11,12,47.8
Ipswich Town,Lewis Travis,eng ENG,MF,25,9,4,334.0,0,0,0,3,0,0.0,0.0,0.0,5,13,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.7,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,131,164,79.9,1970,654,68,78,87.2,51,57,89.5,5,14,35.7,0,0.0,0.1,0.0,0,10,1,1,13,164,156,8,7,1,0,2,1,0,0,0,0,131,0,5,2,0.54,2,0,0,0,0,0,1,0.27,1,0,0,0,0,0,18,13,6,9,3,6,12,50.0,6,4,1,3,3,21,4,0,208,16,57,127,26,0,208,4,2,50.0,2,50.0,96,501,238,5,5,0,4,7,114,4,37,8.1,4,72,0,5,9,10,2.33,8,5,+3,+0.81,+0.05,7.6,3.3,+4.2,+1.15,+0.60,8,10,0,2,0,23,6,2,75.0
Manchester United,Lisandro Martínez,ar ARG,DF,25,11,8,646.0,1,0,0,3,0,0.0,0.0,0.1,8,28,1,0.00,0.14,0.14,0.00,0.14,0.00,0.01,0.01,0.00,0.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.2,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,411,446,92.2,6870,2103,186,192,96.9,192,202,95.0,26,41,63.4,1,0.1,0.1,+0.9,3,29,1,0,28,446,414,30,10,1,1,2,0,0,0,0,0,411,2,1,7,0.98,6,0,0,0,0,1,1,0.14,1,0,0,0,0,0,12,8,8,4,0,5,12,41.7,7,10,8,2,5,17,26,0,510,75,234,259,18,2,510,4,2,50.0,1,25.0,338,1775,1062,8,3,0,1,3,351,1,59,18.9,8,74,2,3,19,0,1.82,12,12,0,0.00,+0.03,11.0,11.5,-0.5,-0.07,+0.32,6,3,0,2,1,33,4,5,44.4
Bournemouth,Lloyd Kelly,eng ENG,DF,24,23,17,1559.0,1,0,0,2,0,0.3,0.3,1.2,15,56,28,0.00,0.06,0.06,0.00,0.06,0.02,0.07,0.09,0.02,0.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.3,0,4,1,25.0,0.23,0.06,0.00,0.00,8.6,0,0,0,0.08,-0.3,-0.3,673,906,74.3,13526,4407,234,277,84.5,341,400,85.3,90,191,47.1,1,1.2,0.8,-0.2,9,76,7,4,56,906,771,129,22,1,10,21,107,0,0,0,0,673,6,19,29,1.67,24,2,1,0,1,1,3,0.17,3,0,0,0,0,0,24,19,10,9,5,14,25,56.0,11,22,12,10,13,37,67,0,1065,127,432,484,156,11,1065,4,2,50.0,0,0.0,540,2680,1451,15,10,2,20,6,572,28,68,45.6,17,83,12,6,25,0,1.13,22,32,-10,-0.58,-0.43,24.4,25.0,-0.6,-0.03,+0.04,17,13,0,21,0,121,28,18,60.9
Aston Villa,Lucas Digne,fr FRA,DF,30,33,27,2410.0,3,1,0,7,0,1.1,1.1,4.1,42,77,200,0.04,0.11,0.15,0.04,0.15,0.04,0.15,0.19,0.04,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.8,1,20,4,20.0,0.75,0.15,0.05,0.25,20.0,6,0,0,0.05,-0.1,-0.1,1015,1351,75.1,16244,5595,524,594,88.2,406,529,76.7,66,148,44.6,3,4.1,3.6,-1.1,37,49,34,15,77,1351,1095,253,36,0,4,154,181,36,25,5,0,1015,3,42,74,2.76,48,19,0,3,3,1,4,0.15,4,0,0,0,0,0,47,19,35,9,3,25,44,56.8,19,20,2,18,26,73,67,0,1590,71,468,541,593,56,1590,33,10,30.3,16,48.5,840,3630,1786,42,19,4,16,15,925,200,73,70.5,27,85,18,6,19,0,1.76,54,41,+13,+0.49,+0.31,43.6,41.9,+1.7,+0.06,-0.08,29,30,3,154,0,101,42,24,63.6
West Ham United,Lucas Paquetá,br BRA,"FW,MF",25,31,31,2622.0,6,2,2,10,0,5.4,3.8,5.4,34,187,116,0.14,0.21,0.34,0.07,0.27,0.18,0.18,0.37,0.13,0.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.1,4,40,8,20.0,1.37,0.27,0.05,0.25,17.8,1,2,2,0.10,-1.4,-1.8,1082,1465,73.9,16561,5842,598,714,83.8,334,435,76.8,95,173,54.9,6,5.4,5.1,+0.6,43,143,50,8,187,1465,1397,60,20,30,17,35,11,0,0,0,0,1082,8,53,95,3.26,77,1,7,2,6,2,16,0.55,13,1,2,0,0,0,71,48,38,26,7,25,52,48.1,27,28,1,27,21,92,28,2,1845,42,319,1018,533,63,1843,77,41,53.2,29,37.7,1103,4489,1771,34,40,12,72,81,1350,116,85,76.7,31,85,15,0,,0,1.58,52,52,0,0.00,+1.58,39.2,50.5,-11.3,-0.39,+0.46,47,66,5,35,0,194,59,59,50.0
Liverpool,Luis Díaz,co COL,FW,26,37,32,2629.0,5,8,0,3,0,11.9,11.9,5.7,137,113,302,0.27,0.17,0.45,0.27,0.45,0.41,0.19,0.60,0.41,0.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.2,8,94,32,34.0,3.22,1.10,0.09,0.25,15.0,0,0,0,0.13,-3.9,-3.9,898,1075,83.5,13772,2931,527,584,90.2,274,320,85.6,68,91,74.7,5,5.7,4.7,-0.7,64,62,45,3,113,1075,1040,29,4,4,11,26,24,0,0,0,0,898,6,29,163,5.58,121,1,17,15,8,1,9,0.31,9,0,0,0,0,0,35,25,5,17,13,7,30,23.3,23,15,0,15,3,38,8,0,1453,10,94,529,858,219,1453,140,67,47.9,57,40.7,1017,7500,3690,137,77,70,69,72,1128,302,71,76.9,32,78,11,5,24,0,2.14,67,33,+34,+1.16,-0.09,66.1,35.4,+30.7,+1.05,-0.24,54,42,20,26,0,127,26,48,35.1
